input_1,input_2,input_3,input_4,input_5,input_6,end_of_run_flag
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
16.0,0.09300000000000001,0.052000000000000005,5.0,-0.2524,0.095,0.0
